Full fund name;Fund ISIN;Fund Manager;Fund size;Market sector;Morningstar category;Asset Class;Sharpe ratio 3 year;Standard deviation;OCF/TER(%);rating;(Current Yr-4);(Current Yr-3);(Current Yr-2);(Current Yr-1);(Current Yr);Fund code;Fund currency;Style;Buy;Sell;AMC(%);Distribution frequency;Distribution yield
The Baillie Gifford Japan Trust PLC;GB0000485838;Baillie Gifford;133;Technology;Japan Large-Cap Equity;Japan Equity;1.38;15.19;0.9;5;48.95;7.65;26.77;14.19;25.86;BGFDL;GBP;Active;0.50 ;0.00 ;0.73;1year;
Invesco Perpetual Asian Equity Income Y Inc;GB00BJ04DY97;Invesco Perpetual;37;Technology;;;0.83;14.47;0.99;;;;6.09;5.80;25.97;IAEYI;GBP;Active;0.00 ;0.00 ;0.99;6months;
Artemis Alpha Trust Plc;GB0004355946;Artemis Investment Management;90;Financial Services;UK Small-Cap Equity;UK Small/Mid Cap Equity;0.43;9.58;0.9;2;6.29;13.13;-0.72;-14.39;25.97;ATSLL;GBP;Active;0.50 ;0.00 ;0.75;6months;
Invesco Perpetual Asian Equity Income Y Acc;GB00BJ04DX80;Invesco Perpetual;37;Technology;;;0.84;14.47;0.99;;;;6.10;5.81;25.98;IAEYA;GBP;Active;0.00 ;0.00 ;0.99;6months;
Sarasin Thematic Global Equity P Inc;GB00B7MSZ499;Sarasin & Partners;227;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.03;11.82;0.96;;24.78;4.55;8.17;4.05;25.98;SAEPI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Baring Global Growth Trust Class I GBP Inc;GB00B8DF2345;Barings;13;Technology;Global Large-Cap Growth Equity;Global Equity;1.42;10.96;1.17;;16.14;5.81;14.85;8.19;26.00;BIGTI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Premier Liberation No VII Class C Accumulation;GB00B644ZN79;Premier;32;Financial Services;;;1.06;9.73;1.61;;19.82;10.03;6.56;1.70;26.01;PMLZA;GBP;Active;0.00 ;0.00 ;0.6;6months;
JPM US Select Fund C - Net Accumulation;GB00B2Q5DR06;J.P. Morgan Asset Management;197;Technology;US Large-Cap Blend Equity;North America;1.33;13.09;0.93;;30.17;12.70;16.80;13.21;26.02;SPSSA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Sarasin Thematic Global Equity P Acc;GB00B8BPJF77;Sarasin & Partners;227;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.03;11.84;0.96;;24.86;4.69;8.16;4.04;26.04;SAEPA;GBP;Active;0.00 ;0.00 ;0.75;6months;
JPM US Select Fund C - Net Income;GB00B2Q5DQ98;J.P. Morgan Asset Management;204;Technology;US Large-Cap Blend Equity;North America;1.32;13.14;0.93;;;12.64;16.75;13.15;26.07;SPSLI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder QEP Global Emerging Markets Z Accumulation Fund;GB00BNGY5232;Schroder;619;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;;;0.99;;;;;3.66;26.11;SCQZA;GBP;Active;0.00 ;0.00 ;0.75;1year;
iShares EURO STOXX 50 UCITS ETF EUR Dist (GBP);IE0008471009;IShares;4228;Financial Services;Eurozone Large-Cap Equity;Europe Equity excl UK;0.83;13.45;0.35;;21.16;16.46;-5.79;-1.79;26.17;XICED;GBP;Passive;0.00 ;0.00 ;0.33;Quarter;
Neptune US Opps D Acc;GB00BFZC7264;Neptune;273;Technology;US Large-Cap Growth Equity;North American Equity;0.96;13.8;0.74;;26.38;13.40;12.13;2.49;26.20;NUODA;GBP;Active;0.00 ;0.00 ;0.65;6months;
Invesco Perpetual European Smaller Companies Y Acc;GB00BJ04GP12;Invesco Perpetual;172;Technology;Europe ex-UK Small/Mid-Cap Equity;Europe Equity excl UK;1.25;11.35;0.9;;;;1.00;9.25;26.24;IESYA;GBP;Active;0.00 ;0.00 ;0.9;1year;
7IM Emerging Markets Equity Value C Inc;GB00BWBSHQ12;Seven IM;52;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;;;0.4;;;;;;26.26;SEMVI;GBP;Active;0.00 ;0.00 ;0.25;6months;
Polar Capital North American I GBP;IE00B6TRWB82;Polar Capital;1630;Financial Services;US Large-Cap Blend Equity;North American Equity;1.91;9.8;0.9;5;25.82;9.41;16.06;17.32;26.26;PONAI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Pictet Russian Equities¾I GBP Acc;LU0859479239;Pictet;297;Energy;Russia Equity;Emerging Markets Regional Equity;0.51;26.27;1.18;;6.68;-5.07;-23.44;27.75;26.27;PYREA;GBP;Active;0.00 ;0.00 ;0.7;1year;
Templeton Emerging Markets Smaller Companies W Acc GBP;LU0768361320;Franklin Templeton;599;Consumer Cyclical;;;1.27;12.61;1.65;;15.01;10.37;17.38;7.61;26.29;FOESC;GBP;Active;0.00 ;0.00 ;1.25;1year;
AXA Framlington European Z Acc;GB00B7G8XW93;AXA IM;72;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.15;11.63;0.86;;34.02;10.70;5.52;5.29;26.32;FMERA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Fidelity Funds - Japan Fund Y-ACC-USD (hedged);LU0935944792;Fidelity;252;Industrials;Japan Equity - Currency Hedged;Japan Equity;0.94;15.66;1.07;;;;42.59;-12.02;26.32;YJAH;USD;Active;0.00 ;0.00 ;0.8;1year;
Threadneedle Japan Fund RDR Z Acc;GB00B7TRT705;Columbia Threadneedle;545;Technology;Japan Large-Cap Equity;Japan Equity;1.1;13.02;0.88;;23.95;-5.39;17.54;2.98;26.32;THJAZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
F&C MM Navigator Boutiques C Acc;GB00B80L5H04;F&C (BMO GAM);75;Technology;Global Large-Cap Blend Equity;Global Equity;1.33;9.78;1.89;;22.94;10.83;12.34;2.90;26.33;TRGBC;GBP;Active;0.00 ;0.00 ;0.75;6months;
Franklin European Opportunities Fund W Acc;GB00B7JBJ503;Franklin Templeton;1;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.11;10.57;1.01;;37.02;14.05;4.18;1.09;26.34;TTEUW;GBP;Active;0.00 ;0.00 ;0.75;6months;
JOHCM Emerging Markets Y Inc;IE00B84FWM25;J O Hambro;26;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.82;15.74;1.3;;;;3.35;6.57;26.34;JOEMY;GBP;Active;0.00 ;0.00 ;0.8;1year;
Invesco Perpetual Global Financial Capital Y Acc;GB00BJ04H709;Invesco Perpetual;77;Financial Services;Other Allocation;Mixed Assets - Balanced;0.81;9.06;0.72;;;;4.66;-8.15;26.36;IGFYA;GBP;Active;0.00 ;0.00 ;0.72;6months;4.81
Schroder Global Alpha Plus Fund Z Income;GB00B6236B14;Schroder;26;Technology;Global Large-Cap Growth Equity;Global Equity;1.38;11.7;1.02;;24.71;7.06;15.44;9.97;26.39;SZGAI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Invesco Perpetual Global Financial Capital Y Inc;GB00BJ04H816;Invesco Perpetual;77;Financial Services;Other Allocation;Mixed Assets - Balanced;0.81;9.06;0.72;;;;4.66;-8.16;26.39;IGFYI;GBP;Active;0.00 ;0.00 ;0.72;6months;4.81
Schroder Global Alpha Plus Fund Z Accumulation;GB00B3NXKY07;Schroder;26;Technology;Global Large-Cap Growth Equity;Global Equity;1.38;11.7;1.02;;24.72;7.06;15.44;9.95;26.40;SZGAA;GBP;Active;0.00 ;0.00 ;0.75;1year;
JOHCM Continental European Y GBP Inc;IE00B993PD05;J O Hambro;1955;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.27;11.06;0.69;;;18.97;7.39;4.78;26.40;JOCEY;GBP;Active;0.00 ;0.00 ;0.62;1year;
Henderson European Selected Opportunities Fund I Inc;GB00B412VB02;Henderson;2369;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.14;10.88;0.85;4;36.03;17.24;7.03;4.02;26.41;HDESI;GBP;Active;0.00 ;0.00 ;0.75;6months;
AXA Framlington European Z INC;GB00BRJZVM34;AXA IM;74;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.14;11.62;0.86;;32.80;10.02;4.89;5.25;26.43;FMEZI;GBP;Active;0.00 ;0.00 ;0.75;1year;
F&C Capital & Income;GB0003463287;F&C Management;172;Financial Services;UK Large-Cap Blend Equity;UK Equity;1.24;9.02;0.64;4;18.85;9.54;5.73;2.37;26.43;FCILL;GBP;Active;0.50 ;0.00 ;0.4;Quarter;
JOHCM UK Growth Fund A Inc;IE0033009345;J O Hambro;330;Financial Services;UK Flex-Cap Equity;UK Equity;0.47;10.34;0.83;;37.62;21.81;5.61;-14.69;26.46;JOUGI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Invesco Perpetual UK Growth Y Acc;GB00BJ04KP99;Invesco Perpetual;1182;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.73;11.14;0.86;;;;10.07;-10.43;26.46;IUGYA;GBP;Active;0.00 ;0.00 ;0.86;1year;
Invesco Perpetual UK Growth Y Inc;GB00BJ04KQ07;Invesco Perpetual;1182;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.73;11.14;0.86;;;;10.07;-10.43;26.46;IUGYI;GBP;Active;0.00 ;0.00 ;0.86;1year;
Old Mutual UK Alpha Fund R GBP Income Units;GB00B9MRLD12;Old Mutual;2256;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.54;11.36;0.85;;;12.60;5.59;-11.11;26.47;SKUAI;GBP;Active;0.00 ;0.00 ;0.75;6months;
UBS US Growth C Acc;GB00B7VHZX64;UBS;151;Technology;US Large-Cap Growth Equity;North American Equity;1.29;14.02;0.89;;21.99;15.53;17.14;13.82;26.49;UBUGA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Schroder Global Equity Income Fund Z Accumulation;GB00B76V7M69;Schroder;172;Financial Services;Global Equity Income;Global Equity Income;1.27;11.44;0.95;;21.19;10.30;10.26;8.18;26.50;SZGEA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Schroder Global Equity Income Fund Z Income;GB00B76V7N76;Schroder;172;Financial Services;Global Equity Income;Global Equity Income;1.27;11.46;0.95;;21.13;10.29;10.26;8.18;26.50;SZGEI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson European Selected Opportunities Fund I Acc;GB0032473653;Henderson;2368;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.14;10.89;0.85;;36.09;17.20;7.03;4.01;26.51;HDESO;GBP;Active;0.00 ;0.00 ;0.75;6months;
Fidelity European Fund W-Income (UK);GB00B7VNK956;Fidelity;2616;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.22;10.91;0.95;;26.58;9.69;7.16;6.28;26.54;WEUI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Smith & Williamson European Equity Fund B Inc;GB00B4LLXV18;Smith & Williamson;26;Industrials;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.08;11.54;0.8;;33.83;24.80;3.82;2.72;26.55;SMEUI;GBP;Active;0.00 ;0.00 ;0.65;1year;
FAST - Asia Fund Y-ACC-GBP;LU0862795506;Fidelity;558;Financial Services;Asia ex Japan Equity;Asia Pacific Equity excl Japan;1.31;14.06;1.28;;;6.27;18.70;14.39;26.56;YFAG;GBP;Active;0.00 ;0.00 ;1;1year;
Fidelity European Fund W-Accumulation (UK);GB00BFRT3504;Fidelity;2616;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.2;10.96;0.95;;25.93;9.34;7.23;6.20;26.57;WEUA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Old Mutual UK Alpha Fund R Acc;GB0032544065;Old Mutual;2256;Financial Services;UK Large-Cap Blend Equity;UK Equity;0.56;11.04;0.85;;32.87;13.85;5.65;-11.14;26.59;SKUAA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Witan Investment Trust PLC Ordinary Shares 25P;GB0009744060;Witan Investment Services Limited;1000;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.62;9.18;0.72;4;27.97;11.48;11.31;8.31;26.60;WTANL;GBP;Active;0.50 ;0.00 ;0.45;Quarter;
Investec Global Dynamic I Acc Net GBP;GB00B2Q1JF81;Investec;524;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.26;10.85;0.86;4;24.64;12.40;13.42;1.76;26.63;ICGDA;GBP;Active;0.00 ;0.00 ;0.75;1year;
TM Cavendish Asia Pacific Fund B Inc;GB00B60SMB02;Cavendish;156;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.86;15.42;0.89;3;12.28;0.84;13.85;0.20;26.64;CAAPI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Allianz Emerging Markets Equity Fund C Acc;GB00B0WDH832;Allianz;201;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.85;16.35;1.11;;;;;;26.65;DSBCC;GBP;Active;0.00 ;0.00 ;0.88;1year;
Artemis Global Growth Fund Class I Acc;GB00B2PLJP95;Artemis;687;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.64;9.85;0.84;;32.53;13.71;20.90;4.79;26.67;ATGGA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Threadneedle American Fund RDR Z Acc;GB00B7T2FK07;Columbia Threadneedle;2287;Technology;US Large-Cap Growth Equity;North American Equity;1.57;11.45;0.82;;23.54;12.84;16.55;13.57;26.67;THAAZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
Threadneedle American Fund RDR Z Inc;GB00B6WD1G18;Columbia Threadneedle;2287;Technology;US Large-Cap Growth Equity;North American Equity;1.57;11.44;0.82;;23.50;12.84;16.55;13.58;26.67;THAIZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
Franklin US Opportunities Fund W (acc) GBP;GB00B7KCG406;Franklin Templeton;89;Technology;US Flex-Cap Equity;North American Equity;1.32;13.68;0.83;;23.84;13.66;21.15;7.88;26.69;TTUSW;GBP;Active;0.00 ;0.00 ;0.75;1year;
Threadneedle American Sm Comp RDR Z Acc;GB00B8358Z89;Columbia Threadneedle;808;Technology;US Mid-Cap Equity;North American Small/Mid Cap Equity;1.39;12.56;0.87;;30.65;14.53;19.08;8.41;26.72;THCAZ;GBP;Active;0.00 ;0.00 ;0.75;1year;
Man GLG Continental European Growth Fund Prof Acc C;GB00B0119487;Man GLG;692;Consumer Cyclical;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;2.43;9.72;0.9;;32.95;17.74;19.53;21.60;26.75;SGCEA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter UK Growth Fund I Class Inc;GB00B40C5979;Jupiter;1393;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;0.46;15.27;1.02;;38.92;15.35;21.13;-21.86;26.80;JUUGI;GBP;Active;0.00 ;0.00 ;0.75;6months;
JOHCM European Select Values A GBP Inc;IE0032904223;J O Hambro;2882;Consumer Cyclical;Europe Flex-Cap Equity;Europe;1.34;10.78;0.81;;31.78;14.67;3.35;13.38;26.80;JOESI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter UK Growth Fund I Class Acc;GB00B54CH949;Jupiter;1393;Consumer Cyclical;UK Flex-Cap Equity;UK Equity;0.46;15.27;1.02;;38.97;15.35;21.13;-21.85;26.82;JUUGA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Legal & General Global 100 Index Trust (I) - Acc;GB00B0CNH056;Legal & General;108;Technology;Global Large-Cap Value Equity;Global Equity;1.34;11.01;0.14;;21.72;7.40;6.95;12.99;26.83;LGGXA;GBP;Passive;0.00 ;0.00 ;0.13;6months;
Baring Japan Growth Trust Class I GBP Inc;GB00B8DD3H94;Barings;23;Consumer Cyclical;Japan Large-Cap Equity;Japan Equity;1.23;12.72;0.93;;29.86;-2.54;12.66;11.43;26.86;BIJGR;GBP;Active;0.00 ;0.00 ;0.75;1year;
Lazard European Alpha C Acc;GB00B7WP6581;Lazard;102;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.25;10.65;0.85;;31.87;14.77;7.24;3.55;26.86;LZEAA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Lazard European Alpha C Inc;GB00B6S1MZ55;Lazard;102;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.25;10.64;0.88;;;14.39;7.23;3.58;26.86;LZEAI;GBP;Active;0.00 ;0.00 ;0.75;6months;
M&G Global Dividend Fund I Inc;GB00B39R2R32;M&G;6539;Financial Services;Global Equity Income;Global Equity Income;0.93;12.28;0.91;3;24.28;7.94;0.81;7.14;26.86;MGLVI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
M&G Global Dividend Fund I Acc;GB00B39R2Q25;M&G;6539;Financial Services;Global Equity Income;Global Equity Income;0.93;12.27;0.91;3;24.30;7.95;0.81;7.14;26.87;MGLVA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
Legal & General Global 100 Index Trust (I) - Inc;GB00B0CNGZ34;Legal & General;108;Technology;Global Large-Cap Value Equity;Global Equity;1.35;10.95;0.14;;21.70;7.40;6.94;13.00;26.88;LGGXI;GBP;Passive;0.00 ;0.00 ;0.13;6months;
Vanguard Emerging Markets Stock Index Acc;IE00B50MZ724;Vanguard;6800;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.7;16;0.27;;5.90;0.80;2.66;3.12;26.94;VNEMA;GBP;Passive;0.00 ;0.00 ;0.27;1year;
Vanguard Emerging Markets Stock Index Inc;IE00B51KVT96;Vanguard;6800;Technology;Global Emerging Markets Equity;Emerging Markets Global Equity;0.7;16;0.27;;5.90;0.80;2.65;3.11;26.94;VNEMI;GBP;Passive;0.00 ;0.00 ;0.27;1year;
CF Canlife European Fund C Acc;GB00BKRC1492;Canada Life;195;Financial Services;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.18;10.7;0.86;;25.61;15.80;4.54;4.79;26.95;CNEUA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Royal London UK Mid Cap Growth Fund M Acc;GB00B5BRW420;Royal London;402;Industrials;UK Mid-Cap Equity;UK Small/Mid Cap Equity;0.98;12.17;0.78;4;33.53;16.34;18.22;-9.43;26.97;ROMMA;GBP;Active;0.00 ;0.00 ;0.7;1year;
M&G Episode Growth Fund I Acc;GB00B5V3ZY14;M&G;956;Financial Services;;;0.91;9.44;0.94;;14.65;11.27;6.78;-5.82;27.01;MGEWA;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
CF Miton UK Smaller Companies Fund B Acc;GB00B8JWZP29;Miton;176;Technology;UK Small-Cap Equity;UK Small/Mid Cap Equity;0.88;9.86;0.87;;;58.12;3.58;-3.87;27.02;MISCA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
CF Miton UK Smaller Companies Fund B Inc;GB00B74F2253;Miton;176;Technology;UK Small-Cap Equity;UK Small/Mid Cap Equity;0.89;9.84;0.87;;;58.13;3.90;-3.86;27.02;MISCI;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
M&G Episode Growth Fund I Inc;GB00B708D148;M&G;956;Financial Services;;;0.91;9.44;0.94;;14.69;11.22;6.78;-5.82;27.02;MGEWI;GBP;Active;0.00 ;0.00 ;0.65;Quarter;
M&G North American Value Fund I Acc;GB00B61S4242;M&G;611;Technology;US Large-Cap Value Equity;North American Equity;1.39;11.78;0.92;;29.77;16.57;9.90;15.18;27.07;MGAVA;GBP;Active;0.00 ;0.00 ;0.75;1year;
FP Octopus Global Growth B Acc;GB00B64GNB76;Octopus;20;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.29;10.6;1.31;3;;;12.24;4.27;27.08;OIEGA;GBP;Active;0.00 ;0.00 ;0.55;6months;
Liontrust Sustainable Future UK Growth Fund Class 2 Net Accumulation;GB0030028764;Liontrust;211;Financial Services;UK Flex-Cap Equity;UK Equity;1.15;10.89;0.85;;24.00;12.20;15.89;-3.75;27.08;ALSGA;GBP;Active;0.00 ;0.00 ;0.75;6months;
M&G North American Value Fund I Inc;GB00B77CF027;M&G;611;Technology;US Large-Cap Value Equity;North American Equity;1.39;11.78;0.91;;29.76;16.57;9.90;15.18;27.08;MGAVI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Alliance Trust PLC;GB00B11V7W98;Willis Towers Watson PLC;2465;Financial Services;;;1.61;9.92;0.59;5;19.24;5.93;8.78;11.90;27.08;ATSTL;GBP;Active;0.50 ;0.00 ;0;Quarter;
Artemis US Select Fund Class I Acc;GB00BMMV5105;Artemis;592;Technology;US Large-Cap Growth Equity;North American Equity;;;0.85;;;;;14.13;27.09;ATUIA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter UK Special Situations Fund I Class Inc;GB00B66H8P73;Jupiter;1710;Financial Services;UK Large-Cap Value Equity;UK Equity;1.1;8.7;0.76;;25.98;15.37;5.14;-1.62;27.10;JUUKI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson Global Care Growth I Acc;GB00B71DPP64;Henderson;570;Technology;Global Flex-Cap Equity;Global Equity;1.31;11.35;0.85;4;27.73;14.47;13.95;5.87;27.11;HDGCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Henderson Global Care Growth I Inc;GB0005030043;Henderson;565;Technology;Global Flex-Cap Equity;Global Equity;1.31;11.34;0.85;;27.77;14.42;13.96;5.85;27.12;HDGGI;GBP;Active;0.00 ;0.00 ;0.75;6months;
JPM Europe Dynamic (Ex UK) GBP Hedged C - Net Accumulation;GB00BCV7MM92;J.P. Morgan Asset Management;774;Industrials;Europe Equity - Currency Hedged;Europe Equity excl UK;0.81;12.28;0.93;;;;14.11;-11.37;27.13;SPEHA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Jupiter UK Special Situations Fund I Class Acc;GB00B4KL9F89;Jupiter;1728;Financial Services;UK Large-Cap Value Equity;UK Equity;1.1;8.71;0.76;;25.98;15.38;5.14;-1.62;27.13;JUUKA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Lindsell Train Global Equity Fund B Class Shares;IE00B3NS4D25;Lindsell;2969;Consumer Defensive;Global Large-Cap Blend Equity;Global Equity;1.9;11.29;0.75;5;27.43;8.31;23.77;17.85;27.13;LTGEQ;GBP;Active;0.00 ;0.00 ;0.65;6months;
Schroder ISF European Equity Yield A Distribution GBP;LU0242609765;Schroder;126;Financial Services;Europe Equity Income;Europe Equity Income;0.83;10.12;1.93;;25.25;17.32;-4.46;-0.66;27.14;SDEEY;GBP;Active;0.00 ;0.00 ;1.5;1year;
The Boston Company US Opportunities Fund Institutional W Acc;GB00B8L14S33;BNY Mellon;116;Financial Services;US Flex-Cap Equity;North American Equity;1.2;12.85;0.85;;22.00;14.55;17.97;3.46;27.19;BNYAA;GBP;Active;0.00 ;0.00 ;0.75;1year;
The Boston Company US Opportunities Fund Institutional W Inc;GB00B8L1Q109;BNY Mellon;116;Financial Services;US Flex-Cap Equity;North American Equity;1.2;12.86;0.85;;;14.55;17.91;3.45;27.19;BNYAI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Aviva Investors UK Smaller Companies Fund SC 2 Acc;GB0004462171;Aviva Investors;41;Consumer Cyclical;UK Small-Cap Equity;UK Small/Mid Cap Equity;0.97;11.05;0.89;;30.16;18.87;12.98;-9.61;27.20;NUSCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
Invesco Perpetual Hong Kong & China Y Acc;GB00BJ04HS18;Invesco Perpetual;317;Consumer Cyclical;China Equity;Emerging Markets Regional Equity;0.95;16.78;0.89;;;;20.86;1.67;27.20;IHCYA;GBP;Active;0.00 ;0.00 ;0.89;1year;
AXA Framlington Biotech Z INC;GB00BRJZVL27;AXA IM;493;Healthcare;Sector Equity Biotechnology;Global Equity;0.72;24.42;0.82;;39.88;32.55;55.28;-21.97;27.22;FMBZI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Invesco Perpetual Managed Growth Fund Y Inc;GB00BJ04JM95;Invesco Perpetual;501;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.24;10.1;1.02;;;;9.00;3.22;27.22;IMGYI;GBP;Active;0.00 ;0.00 ;1.02;1year;
Sarasin Fund of Funds - Global Equity P Inc;GB00B8DMGN30;Sarasin & Partners;51;Financial Services;Global Large-Cap Blend Equity;Global Equity;0.88;11.45;0.65;;;13.40;13.11;-7.83;27.23;SAGEN;GBP;Active;0.00 ;0.00 ;0.5;6months;
Invesco Perpetual Managed Growth Fund Y Acc;GB00BJ04JL88;Invesco Perpetual;501;Financial Services;Global Large-Cap Blend Equity;Global Equity;1.24;10.1;1.02;;;;8.99;3.22;27.23;IMGYA;GBP;Active;0.00 ;0.00 ;1.02;1year;
Schroder European Fund Z GBP Hedged Accumulation;GB00B7Y9XK24;Schroder;1185;Industrials;Europe Equity - Currency Hedged;Europe Equity excl UK;0.88;12.55;0.92;;;;14.44;-7.44;27.24;SCEHA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Aberdeen UK Mid-Cap Equity Fund I Inc;GB00B0XWNS12;Aberdeen;48;Industrials;UK Mid-Cap Equity;UK Small/Mid Cap Equity;0.94;10.92;0.86;;;13.35;9.08;-5.66;27.27;ABMCI;GBP;Active;0.00 ;0.00 ;0.75;6months;
Aberdeen UK Mid-Cap Equity Fund I Acc;GB00B0XWNT29;Aberdeen;48;Industrials;UK Mid-Cap Equity;UK Small/Mid Cap Equity;0.94;10.92;0.86;;32.77;13.35;9.05;-5.65;27.28;ABMCA;GBP;Active;0.00 ;0.00 ;0.75;6months;
River & Mercantile UK Dynamic Equity Fund B Acc;GB00B7H1R583;River and Mercantile;193;Financial Services;UK Flex-Cap Equity;UK Equity;1.11;9.22;0.84;;29.25;22.24;6.88;-2.79;27.30;RVUUA;GBP;Active;0.00 ;0.00 ;0.75;6months;
JOHCM US Small Mid Cap Equity A GBP Inc;IE00BQT49290;J O Hambro;20;Industrials;US Mid-Cap Equity;North American Small/Mid Cap Equity;;;1.25;;;;;7.89;27.31;JOMEI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Newton Oriental Institutional W Acc;GB00B8GJF672;Newton;210;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.78;14;0.91;;14.66;-4.15;-1.89;10.27;27.31;NWOFA;GBP;Active;0.00 ;0.00 ;0.75;1year;
Newton Oriental Institutional W Inc;GB00B8GBZY18;Newton;210;Technology;Asia-Pacific ex-Japan Equity;Asia Pacific Equity excl Japan;0.78;14.01;0.91;;;-4.16;-1.89;10.30;27.31;NWOFI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Schroder European Fund Z GBP Hedged Income;GB00B8FGLQ10;Schroder;1185;Industrials;Europe Equity - Currency Hedged;Europe Equity excl UK;0.9;12.36;0.92;;;;15.59;-8.09;27.33;SCEHI;GBP;Active;0.00 ;0.00 ;0.75;1year;
Legg Mason IF ClearBridge Global Equity Income Fund Class X Acc GBP;GB00B82FVZ02;Legg Mason;31;Financial Services;Global Equity Income;Global Equity Income;1.16;10.27;1.02;;;19.38;3.15;4.23;27.35;LMEIA;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
GAM Star Continental European Equity GBP Institutional Class;IE00B8F9YY94;GAM;1310;Consumer Cyclical;Europe ex-UK Large-Cap Equity;Europe Equity excl UK;1.48;11.39;1.06;;;6.96;10.56;9.61;27.40;GAECI;GBP;Active;0.00 ;0.00 ;0.85;1year;
Legg Mason IF ClearBridge Global Equity Income Fund Class X Inc (Q) GBP;GB00B85JH625;Legg Mason;31;Financial Services;Global Equity Income;Global Equity Income;1.16;10.28;1.02;;23.17;19.49;3.18;4.23;27.41;LMEII;GBP;Active;0.00 ;0.00 ;0.75;Quarter;
