"","Holding","Fund ISIN","Fund Manager","Fund size","Market sector","Morningstar category","Asset Class","Sharpe ratio 3 year","Standard deviation","OCF/TER(%)","rating","(Current Yr-4)","(Current Yr-3)","(Current Yr-2)","(Current Yr-1)","(Current Yr)","Fund code","Fund currency","Style","Buy","Sell","AMC(%)","Distribution frequency","Distribution yield","HoldingM"
"1141","Fidelity Funds - Global Focus Fund Y-ACC-Euro (hedged)","LU1366333331","Fidelity",312,"Technology","Global Equity - Currency Hedged","Global Equity",NA,NA,1.07,NA,NA,NA,NA,NA,24.56,"YGFEH","EUR","Active",0,0,0.8,"1year",NA,"FidelityFunds-GlobalFocusFundY-ACC-Euro(hedged)"
"1142","Legal & General Global Emerging Markets Index Fund (I) Inc","GB00B4QY6B60","Legal & General",749,"Financial Services","Global Emerging Markets Equity","Emerging Markets Global Equity",0.69,16.25,0.33,3,6.31,1.93,5.23,2.55,24.59,"LGGMI","GBP","Passive",0,0,0.15,"1year",NA,"Legal&GeneralGlobalEmergingMarketsIndexFund(I)Inc"
"1143","Fidelity Undiscovered Talent Fund Y-Accumulation","GB00BCZNQC18","Fidelity",6,"Technology","Global Large-Cap Blend Equity","Global Equity",1.23,9.51,1.61,NA,NA,NA,10.5,2.15,24.6,"YUTA","GBP","Active",0,0,0.75,"1year",NA,"FidelityUndiscoveredTalentFundY-Accumulation"
"1144","Jupiter Financial Opportunities Fund I Class Acc","GB00B5LG4657","Jupiter Asset Management",506,"Financial Services","Sector Equity Financial Services","Global Equity",1.26,10.74,0.99,NA,31.19,6.27,12.44,2.34,24.6,"JUFOA","GBP","Active",0,0,0.75,"6months",NA,"JupiterFinancialOpportunitiesFundIClassAcc"
"1145","Jupiter Financial Opportunities Fund I Class Inc","GB00B8JYV946","Jupiter Asset Management",506,"Financial Services","Sector Equity Financial Services","Global Equity",1.27,10.73,0.99,NA,30.65,6.28,12.43,2.34,24.6,"JUFOI","GBP","Active",0,0,0.75,"6months",NA,"JupiterFinancialOpportunitiesFundIClassInc"
"1146","Legal & General Global Emerging Markets Index Fund (I) Acc","GB00B4KBDL25","Legal & General",749,"Financial Services","Global Emerging Markets Equity","Emerging Markets Global Equity",0.69,16.26,0.33,3,6.33,1.95,5.2,2.51,24.61,"LGGMA","GBP","Passive",0,0,0.15,"1year",NA,"Legal&GeneralGlobalEmergingMarketsIndexFund(I)Acc"
"1147","Schroder QEP Global Active Value Fund Z Accumulation","GB00B76V8G74","Schroder",2612,"Financial Services","Global Large-Cap Value Equity","Global Equity",1.08,10.96,0.93,NA,22.11,11.23,5.43,8.4,24.61,"SZQVA","GBP","Active",0,0,0.75,"1year",NA,"SchroderQEPGlobalActiveValueFundZAccumulation"
"1148","Schroder QEP Global Active Value Fund Z Income","GB00B76V8H81","Schroder",2612,"Financial Services","Global Large-Cap Value Equity","Global Equity",1.08,10.96,0.93,NA,22.21,11.26,5.43,8.44,24.61,"SZQVI","GBP","Active",0,0,0.75,"1year",NA,"SchroderQEPGlobalActiveValueFundZIncome"
"1149","Old Mutual Cirilium Moderate Portfolio R Acc","GB00B2Q8TQ06","Old Mutual",535,"Financial Services","","",1.32,7.62,1.24,5,19.86,9.09,8.41,-0.1,24.62,"CIMDA","GBP","Active",0,0,0.75,"1year",NA,"OldMutualCiriliumModeratePortfolioRAcc"
"1150","BlackRock Continental European Fund Class D Acc","GB00B4VY9893","BlackRock",659,"Industrials","Europe ex-UK Large-Cap Equity","Europe Equity excl UK",1.4,10.26,0.93,NA,32.94,11.14,8.81,6.14,24.62,"MCCOA","GBP","Active",0,0,0.75,"1year",NA,"BlackRockContinentalEuropeanFundClassDAcc"
"1151","AXA Framlington Global OppS Z Acc","GB00B7MMKJ14","AXA IM",70,"Technology","Global Large-Cap Growth Equity","Global Equity",1.22,11.55,0.86,NA,21.85,12.68,12.98,6.16,24.67,"FMGOA","GBP","Active",0,0,0.75,"6months",NA,"AXAFramlingtonGlobalOppSZAcc"
"1152","AXA Framlington Global Opps Z INC","GB00BRJZVP64","AXA IM",70,"Technology","Global Large-Cap Growth Equity","Global Equity",1.21,11.56,0.86,NA,20.86,11.86,12.47,6.24,24.68,"FMGZI","GBP","Active",0,0,0.75,"6months",NA,"AXAFramlingtonGlobalOppsZINC"
"1153","Legg Mason IF Clearbridge US Equity Fund Class X Acc GBP","GB00B8F2KD97","Legg Mason",47,"Financial Services","US Large-Cap Blend Equity","North American Equity",1.05,13.7,1.05,NA,29.62,12.92,13.24,8.32,24.69,"LMUEA","GBP","Active",0,0,0.75,"1year",NA,"LeggMasonIFClearbridgeUSEquityFundClassXAccGBP"
"1154","Schroder US Mid Cap Fund L Acc","GB00BDD2JX95","Schroder",1969,"Industrials","US Mid-Cap Equity","North America",1.73,11.33,0.84,NA,NA,NA,21.37,17.32,24.72,"SCMCL","GBP","Active",0,0,0.67,"1year",NA,"SchroderUSMidCapFundLAcc"
"1155","Schroder US Mid Cap Fund L Inc","GB00BDD2JZ10","Schroder",1969,"Industrials","US Mid-Cap Equity","North America",1.74,11.33,0.84,NA,NA,NA,21.38,17.32,24.72,"SCMUL","GBP","Active",0,0,0.67,"1year",NA,"SchroderUSMidCapFundLInc"
"1156","JPM Emerging Europe Equity Fund C - Net Income","GB00B5NK2V63","J.P. Morgan Asset Management",81,"Financial Services","Emerging Europe Equity","Emerging Markets Regional Equity",0.35,16.98,0.93,NA,NA,-5.75,-21.16,10.69,24.74,"SPNUI","GBP","Active",0,0,0.75,"1year",NA,"JPMEmergingEuropeEquityFundC-NetIncome"
"1157","Franklin UK Managers' Focus Fund W Acc","GB00B7MPWT49","Franklin Templeton",284,"Financial Services","UK Flex-Cap Equity","UK Equity",1.16,10.42,0.84,NA,34.69,20.16,17.56,-4.79,24.74,"BWMFW","GBP","Active",0,0,0.75,"6months",NA,"FranklinUKManagers'FocusFundWAcc"
"1158","Threadneedle Specialist Investment Fund - Threadneedle Global Extended Alpha Z GBP Acc","GB00BVV27F53","Columbia Threadneedle",221,"Financial Services","Global Large-Cap Growth Equity","Global Equity",1.4,11.76,0.89,NA,27.77,9.79,15.29,12.81,24.76,"THXZA","GBP","Active",0,0,0.75,"1year",NA,"ThreadneedleSpecialistInvestmentFund-ThreadneedleGlobalExtendedAlphaZGBPAcc"
"1159","Smith & Williamson Oriental Growth Fund B Acc","GB00B5448K84","Smith & Williamson",11,"Technology","Asia-Pacific ex-Japan Equity","Asia Pacific Equity excl Japan",1.26,15,0.87,NA,14.2,0.6,15.7,16.72,24.78,"SMOGA","GBP","Active",0,0,0.65,"6months",NA,"Smith&WilliamsonOrientalGrowthFundBAcc"
"1160","JOHCM Asia ex-Japan Fund A GBP Inc","IE00B3RQ2721","J O Hambro",568,"Technology","Asia ex Japan Equity","Asia Pacific Equity excl Japan",1.13,13.36,1.01,4,25.51,-2.18,15.28,6.41,24.78,"JOAJI","GBP","Active",0,0,0.9,"1year",NA,"JOHCMAsiaex-JapanFundAGBPInc"
"1161","Artemis Global Income Fund Class I Acc","GB00B5ZX1M70","Artemis",3586,"Financial Services","Global Equity Income","Global Equity Income",1.25,10.36,0.81,NA,33.03,18.78,11,3.55,24.79,"ATGBA","GBP","Active",0,0,0.75,"6months",NA,"ArtemisGlobalIncomeFundClassIAcc"
"1162","Artemis Global Income Fund Class I Inc","GB00B5N99561","Artemis",3586,"Financial Services","Global Equity Income","Global Equity Income",1.25,10.35,0.81,NA,33.01,18.82,11,3.55,24.8,"ATGBI","GBP","Active",0,0,0.75,"6months",NA,"ArtemisGlobalIncomeFundClassIInc"
"1163","BlackRock Consensus 100 Fund D Acc","GB00B7KPX155","BlackRock",34,"Financial Services","","",1.35,9.89,0.23,5,NA,9.93,8.43,8.68,24.81,"MCCDE","GBP","Active",0,0,0.2,"6months",NA,"BlackRockConsensus100FundDAcc"
"1164","JPM Emerging Europe Equity Fund C - Net Accumulation","GB00B8DLLD51","J.P. Morgan Asset Management",81,"Financial Services","Emerging Europe Equity","Emerging Markets Regional Equity",0.35,17.04,0.93,NA,11.49,-5.69,-21.15,10.83,24.83,"SPNEA","GBP","Active",0,0,0.75,"1year",NA,"JPMEmergingEuropeEquityFundC-NetAccumulation"
"1165","MI Somerset Emerging Markets Dividend Growth A Income shares","GB00B4QKMK51","Somerset",1457,"Financial Services","Global Emerging Markets Equity","Emerging Markets Global Equity",1,12.57,1.26,4,11.85,0.29,5.21,6.22,24.83,"SSEDI","GBP","Active",0.4,0.4,1,"6months",NA,"MISomersetEmergingMarketsDividendGrowthAIncomeshares"
"1166","Fidelity Emerging Markets Fund W Accumulation Shares","GB00B9SMK778","Fidelity",2014,"Technology","Global Emerging Markets Equity","Asia and Emerging Markets",0.96,14.08,1.01,NA,13.06,4.74,9.26,5.83,24.83,"WEMKA","GBP","Active",0,0,0.75,"1year",NA,"FidelityEmergingMarketsFundWAccumulationShares"
"1167","MI Somerset Emerging Markets Dividend Growth A Accumulation shares","GB00B4Q07115","Somerset",1457,"Financial Services","Global Emerging Markets Equity","Emerging Markets Global Equity",1,12.56,1.26,4,11.85,0.3,5.21,6.23,24.85,"SSEDA","GBP","Active",0.4,0.4,1,"6months",NA,"MISomersetEmergingMarketsDividendGrowthAAccumulationshares"
"1168","Legal & General International Index Trust (I) - Inc","GB00B2Q6HX78","Legal & General",1253,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.46,10.46,0.13,4,21.85,9.87,9.99,13.22,24.87,"LGIII","GBP","Passive",0,0,0.08,"6months",NA,"Legal&GeneralInternationalIndexTrust(I)-Inc"
"1169","Legal & General International Index Trust (I) - Acc","GB00B2Q6HW61","Legal & General",1253,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.46,10.42,0.13,4,21.85,9.85,9.99,13.19,24.9,"LGIIA","GBP","Passive",0,0,0.08,"6months",NA,"Legal&GeneralInternationalIndexTrust(I)-Acc"
"1170","Legal & General Japan Index Trust (I) - Inc","GB00B0CNGV95","Legal & General",1224,"Industrials","Japan Large-Cap Equity","Japan Equity",1.19,12.66,0.15,NA,24.21,-1.69,17.93,6.26,24.92,"LGJXI","GBP","Passive",0,0,0.11,"1year",NA,"Legal&GeneralJapanIndexTrust(I)-Inc"
"1171","Legal & General Japan Index Trust (I) - Acc","GB00B0CNGW03","Legal & General",1224,"Industrials","Japan Large-Cap Equity","Japan Equity",1.2,12.65,0.15,NA,24.21,-1.7,17.97,6.26,24.94,"LGJXA","GBP","Passive",0,0,0.11,"1year",NA,"Legal&GeneralJapanIndexTrust(I)-Acc"
"1172","M&G Pan European Select Fund I Acc","GB00B5ZSNC68","M&G",274,"Healthcare","Europe Large-Cap Blend Equity","Europe Equity",1.34,10.32,0.93,NA,25.44,9.53,4.54,7.66,24.95,"MGPAA","GBP","Active",0,0,0.75,"6months",NA,"M&GPanEuropeanSelectFundIAcc"
"1173","M&G Pan European Select Fund I Inc","GB00B6T93L12","M&G",274,"Healthcare","Europe Large-Cap Blend Equity","Europe Equity",1.34,10.31,0.93,NA,25.3,9.52,4.61,7.65,24.96,"MGPAI","GBP","Active",0,0,0.75,"6months",NA,"M&GPanEuropeanSelectFundIInc"
"1174","Invesco Perpetual US Equity Y Acc","GB00BJ04L123","Invesco Perpetual",534,"Financial Services","US Large-Cap Blend Equity","North American Equity",1.08,13.83,0.86,NA,NA,NA,13.31,10.08,24.96,"IUEYA","GBP","Active",0,0,0.86,"1year",NA,"InvescoPerpetualUSEquityYAcc"
"1175","iShares S&P Small Cap 600 UCITS ETF USD Dist (GBP)","IE00B2QWCY14","IShares",700,"Industrials","US Small-Cap Equity","North American Small/Mid Cap Equity",1.46,13.26,0.4,4,28.23,9.24,15.27,15.03,24.96,"XISCF","GBP","Passive",0,0,0.4,"6months",NA,"iSharesS&PSmallCap600UCITSETFUSDDist(GBP)"
"1176","Premier UK Growth Class C Income","GB0031639221","Premier",122,"Financial Services","UK Flex-Cap Equity","UK Equity",0.82,10.45,0.92,NA,17.6,22.01,11.84,-8.47,24.98,"PMUGI","GBP","Active",0,0,0.75,"6months",NA,"PremierUKGrowthClassCIncome"
"1177","Fundsmith Equity Fund I Class Income","GB00B4MR8G82","Fundsmith",3001,"Healthcare","Global Large-Cap Blend Equity","Global Equity",2.13,11.07,0.96,5,27.35,7.43,19.66,33.56,24.98,"FDEII","GBP","Active",0,0,0.9,"6months",NA,"FundsmithEquityFundIClassIncome"
"1178","Fundsmith Equity Fund I Class Accumulation","GB00B41YBW71","Fundsmith",3001,"Healthcare","Global Large-Cap Blend Equity","Global Equity",2.13,11.08,0.96,5,27.38,7.43,19.68,33.56,25.01,"FDEIA","GBP","Active",0,0,0.9,"6months",NA,"FundsmithEquityFundIClassAccumulation"
"1179","SLI Japanese Eq Grth Plat 1 Acc GBP Hgd","GB00BJSP5375","Standard Life",252,"Industrials","Japan Equity - Currency Hedged","Japan Equity",0.52,15.79,0.92,NA,NA,NA,27.24,-18.91,25.02,"SLJHA","GBP","Active",0,0,0.75,"1year",NA,"SLIJapaneseEqGrthPlat1AccGBPHgd"
"1180","Invesco Perpetual Global Equity Income Y Acc","GB00BJ04H147","Invesco Perpetual",814,"Financial Services","Global Equity Income","Global",1.4,9.25,0.87,NA,NA,NA,8.48,6.05,25.02,"IGIYA","GBP","Active",0,0,0.87,"6months",NA,"InvescoPerpetualGlobalEquityIncomeYAcc"
"1181","Invesco Perpetual Global Equity Income Y Inc","GB00BJ04H253","Invesco Perpetual",814,"Financial Services","Global Equity Income","Global",1.4,9.24,0.87,NA,NA,NA,8.48,6.04,25.03,"IGIYI","GBP","Active",0,0,0.87,"6months",NA,"InvescoPerpetualGlobalEquityIncomeYInc"
"1182","Fidelity Funds - India Focus Fund Y-ACC-USD","LU0346391245","Fidelity",1331,"Financial Services","India Equity","Emerging Markets Regional Equity",1.08,18.62,1.1,3,7.27,17.34,23.54,11.34,25.04,"YIND","USD","Active",0,0,0.8,"1year",NA,"FidelityFunds-IndiaFocusFundY-ACC-USD"
"1183","iShares MSCI Europe ex-UK UCITS ETF EUR Dist (GBP)","IE00B14X4N27","IShares",2371,"Financial Services","Europe ex-UK Large-Cap Equity","Europe Equity excl UK",1.05,11.76,0.4,3,23.9,13.89,-1.17,2.33,25.06,"XIMSE","GBP","Passive",0,0,0.4,"Quarter",NA,"iSharesMSCIEuropeex-UKUCITSETFEURDist(GBP)"
"1184","GVQ Opportunities A Inc","IE00BYMY5C45","GVQ",0,"Consumer Cyclical","UK Flex-Cap Equity","UK Equity",NA,NA,1.03,NA,NA,NA,NA,NA,25.07,"GVOAI","GBP","Active",0,0,0.75,"6months",NA,"GVQOpportunitiesAInc"
"1185","Margetts International Strategy Fund R Acc","GB00B8FN1Z15","Margetts",109,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.2,10.45,1.49,NA,19.38,8.4,9.35,5.57,25.08,"MRISA","GBP","Active",0,0,0.69,"6months",NA,"MargettsInternationalStrategyFundRAcc"
"1186","Neptune Emerging Markets C Acc","GB00B8J6SV12","Neptune",11,"Technology","Global Emerging Markets Equity","Emerging Markets Global Equity",0.91,16.9,0.94,NA,0.51,0.8,5.93,11.78,25.09,"NPMKA","GBP","Active",0,0,0.75,"6months",NA,"NeptuneEmergingMarketsCAcc"
"1187","Sarasin Responsible Global Equity P Inc","GB00B75JDT07","Sarasin & Partners",58,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.17,11.46,0.97,NA,26.74,5.68,8.85,7.01,25.1,"SASPI","GBP","Active",0,0,0.75,"6months",NA,"SarasinResponsibleGlobalEquityPInc"
"1188","Investec Global Multi-Asset Total Return Fund I Acc Net GBP","GB00B2Q1JB44","Investec",127,"Technology","","",1.2,9.09,1.01,4,24.31,14.13,9.19,0.79,25.11,"ICMGA","GBP","Active",0,0,0.75,"1year",NA,"InvestecGlobalMulti-AssetTotalReturnFundIAccNetGBP"
"1189","Sarasin Responsible Global Equity P Acc","GB00B8369M57","Sarasin & Partners",58,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.17,11.51,0.97,NA,26.85,4.64,8.95,6.96,25.12,"SASPA","GBP","Active",0,0,0.75,"6months",NA,"SarasinResponsibleGlobalEquityPAcc"
"1190","Neptune India C Acc","GB00B1L6DV51","Neptune",106,"Financial Services","India Equity","Emerging Markets Regional Equity",1.15,18.24,1.16,3,4.65,21.05,22.82,13.68,25.12,"NPIIA","GBP","Active",0,0,0.75,"6months",NA,"NeptuneIndiaCAcc"
"1191","Majedie UK Focus Fund Class X Accumulation","GB00B7S3QT06","Majedie",898,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.9,10.63,1.53,NA,33.3,22.71,11.21,-7.7,25.14,"MJFXA","GBP","Active",0,0,1.5,"6months",NA,"MajedieUKFocusFundClassXAccumulation"
"1192","Allianz Total Return Asian Equity Fund C Inc","GB00B1FRQV53","Allianz Global Investors Asia Pacific Limited",49,"Financial Services","Asia ex Japan Equity","Asia Pacific Equity excl Japan",0.88,15.37,1.23,4,9.77,13.46,12.37,1.64,25.15,"DSTRI","GBP","Active",0,0,0.88,"6months",NA,"AllianzTotalReturnAsianEquityFundCInc"
"1193","Majedie UK Focus Fund Class X Income","GB00B8450512","Majedie",898,"Financial Services","UK Large-Cap Blend Equity","UK Equity",0.9,10.63,1.53,NA,33.3,22.71,11.21,-7.7,25.15,"MJFXI","GBP","Active",0,0,1.5,"6months",NA,"MajedieUKFocusFundClassXIncome"
"1194","Liontrust Asia Income Fund I - Inc","GB00B7BZB324","Liontrust",93,"Technology","","",0.98,14.47,0.97,4,19.91,-0.13,13.2,5.95,25.16,"LTARI","GBP","Active",0,0,0.75,"Quarter",NA,"LiontrustAsiaIncomeFundI-Inc"
"1195","Polar Capital European (ex UK) Income I GBP Inc","IE00BWX5D287","Polar Capital",145,"Financial Services","Europe ex-UK Large-Cap Equity","Europe Equity excl UK",NA,NA,0.89,NA,NA,NA,NA,9.74,25.16,"POCEI","GBP","Active",0,0,0.75,"Quarter",NA,"PolarCapitalEuropean(exUK)IncomeIGBPInc"
"1196","F&C North American Fund - SC2 Acc","GB0030281512","F&C (BMO GAM)",106,"Technology","US Large-Cap Blend Equity","North American Equity",1.38,12.4,0.81,NA,24.3,14.7,16.84,14.36,25.18,"FANNA","GBP","Active",0,0,0.75,"1year",NA,"F&CNorthAmericanFund-SC2Acc"
"1197","HSBC Japan Index Fund Inc C","GB00B80QGM70","HSBC",1405,"Industrials","Japan Large-Cap Equity","Japan Equity",1.2,12.66,0.21,NA,24.27,-1.54,18.24,6.06,25.19,"HCJII","GBP","Passive",0,0,0.1,"1year",NA,"HSBCJapanIndexFundIncC"
"1198","Neptune UK Opportunities D Acc","GB00BVCXMD05","Neptune",23,"Industrials","UK Flex-Cap Equity","UK Equity",0.98,10.12,0.85,NA,26.25,14.77,11.53,-7.9,25.22,"NPUDA","GBP","Active",0,0,0.65,"6months",NA,"NeptuneUKOpportunitiesDAcc"
"1199","HSBC Japan Index Fund Acc C","GB00B80QGN87","HSBC",1405,"Industrials","Japan Large-Cap Equity","Japan Equity",1.2,12.66,0.21,NA,24.28,-1.57,18.27,6.07,25.22,"HCJIA","GBP","Passive",0,0,0.1,"1year",NA,"HSBCJapanIndexFundAccC"
"1200","F&C Responsible UK Equity Growth Fund 2 Inc","GB00B8BKZY38","F&C (BMO GAM)",404,"Consumer Cyclical","UK Flex-Cap Equity","UK Equity",1.02,10.04,0.84,NA,NA,14.95,11.34,-3.51,25.23,"FCSGT","GBP","Active",0,0,0.75,"6months",NA,"F&CResponsibleUKEquityGrowthFund2Inc"
"1201","Investec Global Equity I Acc Net GBP","GB00B01VDL32","Investec",302,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.14,10.75,0.87,NA,24.58,11.94,11.2,1.76,25.25,"ICGEI","GBP","Active",0,0,0.75,"1year",NA,"InvestecGlobalEquityIAccNetGBP"
"1202","F&C Responsible UK Equity Growth Fund 2 Acc","GB0033396481","F&C (BMO GAM)",404,"Consumer Cyclical","UK Flex-Cap Equity","UK Equity",1.03,10.04,0.79,NA,22.35,15.05,11.41,-3.45,25.25,"FCSGA","GBP","Active",0,0,0.75,"6months",NA,"F&CResponsibleUKEquityGrowthFund2Acc"
"1203","M&G Global Select Fund I Acc","GB00B77HHZ62","M&G",716,"Healthcare","Global Large-Cap Blend Equity","Global Equity",1.44,10.14,0.91,NA,28.08,2.13,11.33,9.68,25.25,"MGLRA","GBP","Active",0,0,0.75,"1year",NA,"M&GGlobalSelectFundIAcc"
"1204","M&G Global Select Fund I Inc","GB00B556Q879","M&G",716,"Healthcare","Global Large-Cap Blend Equity","Global Equity",1.44,10.13,0.91,NA,28.09,2.13,11.33,9.68,25.26,"MGLRI","GBP","Active",0,0,0.75,"1year",NA,"M&GGlobalSelectFundIInc"
"1205","JPMorgan American Investment Trust plc","GB00BKZGVH64","J.P. Morgan Asset Management",362,"Technology","US Large-Cap Blend Equity","North American Equity",1.6,11.18,0.62,5,21.47,13.1,16.47,14.74,25.28,"JAMLL","GBP","Active",0.5,0,0.5,"6months",NA,"JPMorganAmericanInvestmentTrustplc"
"1206","JPM Portfolio Fund C Shares Net Accumulation","GB00B7XL3656","J.P. Morgan Asset Management",80,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.32,8.77,0.93,NA,24.45,12.19,10.49,1.57,25.29,"SPMPA","GBP","Active",0,0,0.75,"1year",NA,"JPMPortfolioFundCSharesNetAccumulation"
"1207","Polar Capital European (ex UK) Income I GBP Acc","IE00BWX5D394","Polar Capital",145,"Financial Services","Europe ex-UK Large-Cap Equity","Europe Equity excl UK",NA,NA,0.89,NA,NA,NA,NA,9.72,25.29,"POCEA","GBP","Active",0,0,0.75,"1year",NA,"PolarCapitalEuropean(exUK)IncomeIGBPAcc"
"1208","BGF New Energy D4RF GBP","LU0435534705","BlackRock",871,"Industrials","Sector Equity Alternative Energy","Global Equity",1.11,11.38,1.33,NA,21.16,14.19,-0.46,11.49,25.4,"BGNED","GBP","Active",0,0,1,"1year",NA,"BGFNewEnergyD4RFGBP"
"1209","Premier Optimum Income Class C Income","GB00B3DDDX03","Premier",93,"Financial Services","UK Equity Income","UK Equity Income",0.94,10.74,1.03,5,NA,17.65,10.05,-5.6,25.41,"PMOII","GBP","Active",0,0,0.75,"Quarter",NA,"PremierOptimumIncomeClassCIncome"
"1210","Royal London Japan Tracker Fund Z Acc","GB00B52R6496","Royal London",1203,"Industrials","Japan Large-Cap Equity","Japan Equity",1.2,12.67,0.24,4,22.88,-1.66,18.19,6.1,25.42,"ROJGA","GBP","Passive",0,0,0.2,"6months",NA,"RoyalLondonJapanTrackerFundZAcc"
"1211","AXA Framlington Monthly Income Z Inc","GB00B7MMK577","AXA IM",264,"Financial Services","UK Equity Income","UK Equity Income",1.04,7.97,0.84,NA,16.07,27.75,4.99,-2.54,25.44,"FMOII","GBP","Active",0,0,0.75,"1month",NA,"AXAFramlingtonMonthlyIncomeZInc"
"1212","iShares Core MSCI EM IMI UCITS ETF USD Acc (GBP)","IE00BKM4GZ66","IShares",4514,"Technology","Global Emerging Markets Equity","Emerging Markets Global Equity",0.7,15.74,0.25,NA,NA,NA,2.45,4.98,25.45,"XICME","GBP","Passive",0,0,0.2,"1year",NA,"iSharesCoreMSCIEMIMIUCITSETFUSDAcc(GBP)"
"1213","Architas MA Active Dynamic A Acc","GB00B6ZRLF91","Architas",57,"Technology","","",1.08,10.65,1.79,NA,22.25,7.04,8.32,3.07,25.48,"ACADA","GBP","Active",0,0,0.75,"6months",NA,"ArchitasMAActiveDynamicAAcc"
"1214","AXA Framlington Monthly Income Z Acc","GB00B7MMK809","AXA IM",264,"Financial Services","UK Equity Income","UK Equity Income",1.03,8.01,0.84,NA,16.26,27.69,4.97,-2.59,25.48,"FMMNA","GBP","Active",0,0,0.75,"1month",NA,"AXAFramlingtonMonthlyIncomeZAcc"
"1215","Allianz Best Styles Global AC Equity C Acc","GB00BYQ91X80","Allianz",103,"Financial Services","Global Large-Cap Blend Equity","Global Equity",NA,NA,0.75,NA,NA,NA,NA,NA,25.49,"DSBCA","GBP","Active",0,0,0.37,"1year",NA,"AllianzBestStylesGlobalACEquityCAcc"
"1216","FP Octopus International Equity Fund B Acc","GB00B45XZH38","Octopus",34,"Financial Services","Global Large-Cap Blend Equity","Global Equity",1.32,10.82,0.78,4,21.81,9.28,12.93,7.47,25.5,"OIINA","GBP","Active",0,0,0.55,"6months",NA,"FPOctopusInternationalEquityFundBAcc"
"1217","iShares Emerging Markets Equity Tracker Fund Class H Acc","GB00BJL5BW59","BlackRock",937,"Financial Services","Global Emerging Markets Equity","Emerging Markets Global Equity",0.68,16.46,0.21,NA,NA,NA,4.77,1.84,25.52,"MCEHA","GBP","Passive",0,0,0.18,"6months",NA,"iSharesEmergingMarketsEquityTrackerFundClassHAcc"
"1218","SLI European Equity Income Plat 1 Inc","GB00B71L0M27","Standard Life",911,"Financial Services","Europe ex-UK Large-Cap Equity","Europe Equity excl UK",1.03,12.3,0.9,NA,32.57,10.81,2.6,7.41,25.53,"SLEEI","GBP","Active",0,0,0.75,"Quarter",NA,"SLIEuropeanEquityIncomePlat1Inc"
